businessId,name,mainBusinessLineType,mainBusinessLineDescription,mainBusinessLineRegDate,postCode
0979476-7,Rakennusliike K ja M Lammi Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33100
0979784-5,Rolltechnic Oy,46692,Teollisuudessa käytettävien muiden koneiden tukkukauppa,2007-12-31,33420
0980019-4,VTH-Martic Oy,66120,Arvopaperien ja raaka-ainesopimusten välittäminen,2007-12-31,33530
0980136-5,Deli Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33530
0981392-1,Pajadata Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2007-12-31,33100
0981569-5,Ipe-Teräs Oy,25110,Metallirakenteiden ja niiden osien valmistus,2007-12-31,33700
0981906-3,Arkkitehtisuunnittelu Poskiparta Oy,71110,Arkkitehtipalvelut,2007-12-31,33200
0981929-0,Rakennustekninen toimisto Ruuvalli Oy,71126,Muu rakennustekninen palvelu,2007-12-31,33230
0982356-4,Lakiasiaintoimisto A. Heikkilä & Co Oy,69102,Lakiasiaintoimistot,2007-12-31,33540
0982966-7,Rakennus K. Hallila Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33530
0983128-1,Kiinteistöpalvelu Matti Rautaharkko Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2011-01-01,33820
0983249-5,Halic Avoin Yhtiö,56102,Kahvila-ravintolat,2007-12-31,33470
0983374-6,Hämeen Pesäpallo ry,93120,Urheiluseurojen toiminta,2007-12-31,33540
0983770-4,Pispalan Kaunotar Oy,96021,Parturit ja kampaamot,2007-12-31,33240
0983894-2,Hakametsä 3 Oy,93110,Urheilulaitosten toiminta,2007-12-31,33520
0983909-9,Medi-Tammer Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33900
0983931-2,Ravintola Heinätori Oy,56101,Ravintolat,2020-10-22,33900
0984217-5,Smarteam Oy,43210,Sähköasennus,2007-12-31,33820
0984521-0,Kalevan Kopio-Team Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2008-01-01,33100
0984734-7,Teekoo Sport Service Oy,93120,Urheiluseurojen toiminta,2007-12-31,33700
0985198-7,As Oy Tampereen Näreikönpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33520
0985560-3,Uramark Oy,77390,Muiden koneiden ja laitteiden vuokraus ja leasing,2007-12-31,33180
0985645-4,Asunto Oy Kangasalan Freesia,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0985712-3,NewStep Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33210
0985737-7,Rakennustyö Markku Kulmala Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33720
0985755-3,Asunto Oy Riävärinne Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0985758-8,"As. Oy Lukonmäen Satulinna, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0985759-6,Asunto Oy Tampereen Rinnehovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33580
0986571-3,Pirkan Saneeraus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33230
0986574-8,Gentiana Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2007-12-31,33540
0986583-6,Peter House Finland Oy,68320,Kiinteistöjen isännöinti,2015-09-24,33610
0986622-2,MH-Marketing Hamppunen Oy,66300,Omaisuudenhoitotoiminta,2010-09-20,37120
0986626-5,Tampereen Musiikki Oy,47595,Soittimien ja musiikkitarvikkeiden vähittäiskauppa,2007-12-31,33210
0986820-1,Kalmar Finland Oy,28220,Nosto- ja siirtolaitteiden valmistus,2007-12-31,33101
0987359-6,Hypcom Oy,28290,Muualla luokittelematon yleiskäyttöön tarkoitettujen koneiden valmistus,2007-12-31,33200
0987457-2,Focus Master Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33101
0987465-2,Mia Surakka Photography Oy,74201,Valokuvaamot ja muu kuvaustoiminta,2022-02-01,33230
0987863-7,Tampereen Kuntouttamislaitos Oy,86901,Fysioterapia,2007-12-31,33100
0987864-5,Asunto Oy Tampereen Pispan Portti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33250
0988294-3,Reijo Ylikoski Oy,66190,Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33710
0988295-1,Mainos Valmari Oy,46909,Muualla luokittelematon tukkukauppa,2007-12-31,33500
0988371-9,Oy KP-Haus Ag,86230,Hammaslääkäripalvelut,2008-02-28,34260
0988411-3,Tiitiset Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33400
0988516-7,Property Capital L Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2012-04-13,33820
0988523-9,Asunto Oy Pontuksen Rantapuistikko-Pirkkala,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0988524-7,Kiinteistö Oy Lapinniemi XI,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
0988914-1,Julkisivuhuolto Mäntylä Oy,43341,Maalaus,2007-12-31,33700
0989036-1,Lekorest Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33200
0989214-8,IonPhasE Oy,20160,Muoviaineiden valmistus,2007-12-31,33720
0989297-3,Kiinteistö Oy Lapinniemi IX,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
0989383-7,Konsultointi Juha Vikman Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33100
0989385-3,Kiinteistö Oy Lapinniemi X,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
0989386-1,Asunto Oy Tampereen Matintalo,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33250
0989515-4,Genus-Asunnot Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0989529-3,Asunto Oy Tampereen Kaari-Helena,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0990042-7,Louhikiinteistöt Oy,68310,Kiinteistönvälitys,2007-12-31,33500
0990048-6,FF-Fast Forward Ky,59200,Äänitysstudiot; äänitteiden ja musiikin kustantaminen,2007-12-31,33820
0990077-7,Devtrade Oy,46692,Teollisuudessa käytettävien muiden koneiden tukkukauppa,2007-12-31,33100
0990426-8,Rakennus Maves Oy,66120,Arvopaperien ja raaka-ainesopimusten välittäminen,2023-11-16,11120
0990450-8,Modeller's Risteysasema Oy,46496,Lelujen ja pelien tukkukauppa,2007-12-31,33311
0990667-7,Unica Fashion Oy,74109,Teollinen muotoilu ym.,2007-12-31,33100
0990752-2,Kari Lautamäki Oy,47592,Sähkötarvikkeiden ja valaisimien vähittäiskauppa,2007-12-31,33560
0991133-7,Weckroth Oy Ab,43210,Sähköasennus,2007-12-31,33100
0991147-6,Zeynep Ky,56101,Ravintolat,2007-12-31,33540
0991375-4,Sarment Oy,72191,Lääketieteellinen tutkimus ja kehittäminen,2007-12-31,33500
0991697-1,Belino Oy,71125,Sähkötekninen suunnittelu,2007-12-31,33100
0992974-8,Kiinteistö Oy Tampereen Järvensivuntie 7,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
0992994-0,Asunto Oy Tampereen Ratsukonkatu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2016-12-23,33710
0992996-7,Asunto Oy Tampereen Mäentakusenrinne,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33540
0993113-5,Alin Oy,70210,Suhdetoiminta ja viestintä,2007-12-31,33100
0993234-9,Convert Tampere Oy,46140,Koneiden ja laitteiden agentuuritoiminta,2013-11-12,33500
0993295-5,Hiidenkiven Päiväkotiyhdistys ry,88911,Lasten päiväkodit,2007-12-31,33610
0993305-0,Tampereen Buccinator Oy,47783,Optisen alan vähittäiskauppa,2007-12-31,33730
0993324-5,Suomen Erikoisrakennus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33901
0993437-9,Hollolan Saneeraus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2020-07-07,33520
0993472-3,MT Koulutus ja terapia Oy,86909,Muu terveyspalvelu,2007-12-31,33100
0993473-1,Oy IMG-Moneygroup Ltd,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33950
0993846-8,Aidiö Oy,14190,Muiden vaatteiden ja asusteiden valmistus,2007-12-31,33530
0993908-1,Turva- ja Aurinkosuojalaitteet Tampereen Kaihdin Tuote Oy,13922,"Tavaranpeitteiden, purjeiden ja muiden sovitettujen tekstiilituotteiden valmistus",2007-12-31,33720
0994116-5,SC-Solutions Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33530
0995063-5,Koltenax Oy,46140,Koneiden ja laitteiden agentuuritoiminta,2008-09-09,33211
0995751-1,Tampereen ATH-Service Oy,45201,Moottoriajoneuvojen huolto ja korjaus (pl. renkaat),2007-12-31,33900
0996006-7,Mehrman Oy,14130,"Muu takkien, pukujen, housujen, hameiden yms. valmistus",2007-12-31,33200
0996009-1,Liuttu Logistiikka Oy,49410,Tieliikenteen tavarankuljetus,2020-04-09,33731
0996024-3,G-Visio Oy,69202,Tilintarkastuspalvelu,2007-12-31,33210
0996031-5,Savon Kivitalot Ky,71110,Arkkitehtipalvelut,2007-12-31,70500
0996150-2,Tili- ja Isännöintipalvelu Markku Laakso Ky,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33610
0996563-4,ESSA Invest Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33100
0996629-0,Siniplaneetta Oy,58110,Kirjojen kustantaminen,2007-12-31,33710
0996650-6,Psykiatri- ja psykologikeskus Mentoria Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33200
0996724-2,Ari E. J. Suoniemi Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2012-11-22,33310
0996760-5,Markkinointi ALT Oy,47291,Jäätelökioskit,2007-12-31,33820
0996812-2,Pirkanmaan Offsetpalvelu Oy,74102,Sisustussuunnittelu,2007-12-31,33100
0996817-3,Kiinteistö Oy Vatialan Korpi,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33720
0996834-1,LPH-Tilit Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33200
0997582-4,Quuma Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33580
0998062-3,Pajakaari Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2011-01-07,33200
0998063-1,Sampo-Aidat Oy,25620,Metallien työstö,2007-12-31,33680
0998068-2,Kirstuan Sorvaamo Oy,25620,Metallien työstö,2007-12-31,33720
0998639-8,ALSO Finland Oy,46510,"Tietokoneiden, oheislaitteiden ja ohjelmistojen tukkukauppa",2007-12-31,33100
0999330-1,Suomen Elektori Oy,47592,Sähkötarvikkeiden ja valaisimien vähittäiskauppa,2007-12-31,33730
0999875-1,Pirkanmaan Uusyrityskeskus ry,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33100
1000877-8,Co. Weikan Oy,68100,Omien kiinteistöjen kauppa,2007-12-31,33250
1001425-4,Arsgolf Oy,46190,Yleisagentuuritoiminta,2007-12-31,33210
1001806-0,Oy JAP - Publisher Ltd,58142,Aikakauslehtien kustantaminen,2007-12-31,33251
1002618-3,UM Yhtiöt Oy,82110,Yhdistetyt toimistopalvelut,2022-03-08,33200
1003475-7,Torvikopla ry,90010,Esittävät taiteet,2007-12-31,33720
1003667-2,Konsulttitoimisto Saraste Oy,71126,Muu rakennustekninen palvelu,2007-12-31,33210
1004027-6,Idea-Tampere Petri Vilkko Oy,73111,Mainostoimistot,2007-12-31,33101
1004104-1,Coldura Ky,28210,"Teollisuusuunien, lämmitysjärjestelmien ja tulipesäpolttimien valmistus",2007-12-31,33210
1004481-6,Automyynti Ilkka Kiviniemi Ky,45112,Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,2007-12-31,33400
1005667-3,Experience Pyhä Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33400
1006136-8,Suomen Ravintolatoimi Oy,56101,Ravintolat,2007-12-31,33100
1006410-4,Telelehto Oy,47410,"Tietokoneiden, niiden oheislaitteiden ja ohjelmistojen vähittäiskauppa",2007-12-31,33410
1006435-8,Mansen Kuljetus Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33820
1007164-6,Routemaster Ky,41200,Asuin- ja muiden rakennusten rakentaminen,2015-12-18,33710
1007462-8,Interalto Oy,73112,Suora- ja ulkomainonta,2007-12-31,33210
1007982-4,Tietosaario Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33500
1008025-1,Lähdeystävät ry,94910,Seurakunnat ja uskonnolliset järjestöt,2007-12-31,33101
1008217-7,Kiinteistö Oy Oulun Haarasuonkuja 2,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33400
1008749-6,VR Eläkeläisten Liitto Tampereen osasto ry.,94999,Muualla luokittelemattomat muut järjestöt,2007-12-31,33900
1008760-5,Oy No Sa Finland Ltd,46750,"Peruskemikaalien, lannoitteiden yms. tukkukauppa",2007-12-31,33680
1008967-8,Castano Capital Partners Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2007-12-31,33300
1009332-7,TTT - Teatteripalvelut Oy,56102,Kahvila-ravintolat,2007-12-31,33201
1009388-8,Suomen Steel Body Oy,46190,Yleisagentuuritoiminta,2007-12-31,33100
1009523-4,Aitolahden Riento ry,93120,Urheiluseurojen toiminta,2007-12-31,33610
1009611-4,MHS-Asennus Oy,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",2007-12-31,33310
1009666-7,Adacta Oy,56301,Olut- ja drinkkibaarit,2007-12-31,33100
1009697-4,Kaisa Ruuttila Golf Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33400
1009959-3,Pispalan Työmies Oy,78300,Muut henkilöstön hankintapalvelut,2019-03-21,33270
1009973-7,Kiinteistö Oy Levi-Exodus,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33520
1010320-6,Tampereen Yritystilat Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33610
1010410-2,Asianajotoimisto Tarmo Lahtinen Ky,69102,Lakiasiaintoimistot,2007-12-31,33210
1010664-2,Alba Forte Oy,59200,Äänitysstudiot; äänitteiden ja musiikin kustantaminen,2007-12-31,33200
1011020-3,Cimec Oy,71127,Kone- ja prosessisuunnittelu,2007-12-31,33730
1011208-1,Asunto Oy Tampereen Holvastinpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33730
1011227-6,Asunto Oy Tampereen Meiramikatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
1011230-5,Asunto Oy Pyynikintie 15-17 Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
1011592-8,Yrityspalvelu Macsiimi Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33410
1011676-0,Oy HK Svets Service Ab,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2007-12-31,33680
1011685-9,Loma-Koppelo Oy,68100,Omien kiinteistöjen kauppa,2007-12-31,33100
1011690-4,Normilouhinta Oy,43120,Rakennuspaikan valmistelutyöt,2007-12-31,33310
1011757-9,Seija ja Erkki Parikka Oy,68201,Asuntojen vuokraus,2007-12-31,33300
1012549-9,Free Studio Oy,90030,Taiteellinen luominen,2007-12-31,33500
1012661-9,Suomen Lakiekonomit Oy,69102,Lakiasiaintoimistot,2021-06-01,39700
1012753-1,Sik-Sak Tupa Oy,14190,Muiden vaatteiden ja asusteiden valmistus,2007-12-31,33610
1013046-6,Finnspice Oy,47420,Televiestintälaitteiden vähittäiskauppa,2008-05-27,33850
1013498-5,ATD-International Oy (Ltd),70220,Muu liikkeenjohdon konsultointi,2007-12-31,33200
1013557-4,Eastkey Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33820
1013964-7,Kuljetus Kirsi Alanko Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33100
1014064-8,Sähkö Ok J. Mänty Oy,43210,Sähköasennus,2007-12-31,33730
1014619-3,"Cavan Fashion, Avoin yhtiö",46499,Muu kotitaloustavaroiden tukkukauppa,2007-12-31,33540
1014669-5,Neccu Invest Oy,68100,Omien kiinteistöjen kauppa,2007-12-31,33900
1014766-3,Tampereen Palvelutiimi Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33820
1014894-9,Viherkala Oy,47764,"Lemmikkieläinten, niiden ruokien ja tarvikkeiden vähittäiskauppa",2007-12-31,33560
1015005-3,Asunto Oy Tampereen Rallinhovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33101
1015011-7,Asunto-Oy Tampereen Tapionraitti 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
1015017-6,Asunto Oy Niilotimo Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
1015025-6,As Oy Rajaportin Talopari Tampere,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
1015030-1,Asunto Oy Tampereen Alasniitynpiha,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
1015085-4,Asunto Oy Tampereen Petsamo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
1015312-3,Insinööritoimisto - SSA Oy,43210,Sähköasennus,2007-12-31,33580
1015428-1,Tampereen ammattikorkeakoulu Oy,85420,Korkea-asteen koulutus yliopistoissa ja ammattikorkeakouluissa,2007-12-31,33520
1015442-5,Vekara Business Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
1016057-7,Rakennusliike Laaksokunnas Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2008-10-01,33820
1016208-9,Mickan Trade Oy,47511,Kankaiden vähittäiskauppa,2019-01-30,33710
1016217-7,Asunto Oy Tampereen Pappilanpiha,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
1016220-6,Kiinteistö Oy Lapinniemi XII,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
1016226-5,Sign Systems Finland Oy,73112,Suora- ja ulkomainonta,2007-12-31,33700
1016231-0,Kihniön Kivi-Lahti Oy,68201,Asuntojen vuokraus,2007-12-31,33400
1016241-7,Kiinteistö Oy Lapinniemi XIII,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33100
1016274-0,Asunto Oy Tampereen Holvastinkulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33580
1016283-9,"As. Oy Hallilan Kotikartano, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33820
1016343-6,Kiinteistö Oy Villa Wallius,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33400
1016349-5,Asunto Oy Tampereen Pappilankoivu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
1016431-6,Bronto Skylift Oy Ab,28220,Nosto- ja siirtolaitteiden valmistus,2007-12-31,33300
1016626-6,Unipex Oy,33200,Teollisuuden koneiden ja laitteiden ym. asennus,2007-12-31,33540
1016686-4,Kiinteistö Oy Tampereen Nuutisarankulma,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33210
1016776-0,Asunto Oy Tampereen Oksatie 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33420
1017161-2,Keräyspaperi Kari Toivonen Oy,46770,Jätteen ja romun tukkukauppa,2007-12-31,33820
1017197-0,Steel Seals Oy,47540,Sähköisten kodinkoneiden vähittäiskauppa,2007-12-31,33700
1017677-1,Suomen Su-Jok-Hoito Oy,86909,Muu terveyspalvelu,2007-12-31,33560
1017726-4,Arkkitehtuuri Arkera Oy,71110,Arkkitehtipalvelut,2007-12-31,33560
1017796-9,Kiinteistö Oy Keisarinmaa,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33900
1017890-2,Jutera Oy,46150,"Huonekalujen, taloustavaroiden ja rautakauppatavaroiden agentuuritoiminta",2007-12-31,33101
1018124-7,Asunto Oy Tampereen Isonportintie 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
1018126-3,Bleritec Oy,56101,Ravintolat,2007-12-31,33100
1018161-8,Nippeli Reijo Mäkelä Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33730
1018289-9,Kiinteistö Oy Vesilahden Kesolankulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2018-04-27,33200
1018487-8,Unioninkadun keidas Oy,56101,Ravintolat,2007-12-31,33100
1018746-2,Italpal Oy,56101,Ravintolat,2007-12-31,33100
1018885-2,Arts'in Oy,90030,Taiteellinen luominen,2010-03-10,33580
1019015-1,Aquamec Oy,71127,Kone- ja prosessisuunnittelu,2007-12-31,33100
1019055-7,Juunappa Oy,15120,"Matka-, käsi- ym. laukkujen, satuloiden ja valjaiden valmistus",2007-12-31,33100
1019197-1,Onnibit Oy,46760,Muiden välituotteiden tukkukauppa,2007-12-31,33840
1019210-6,Rakennusurakointi Eero Latomäki Oy,43120,Rakennuspaikan valmistelutyöt,2007-12-31,33700
1019236-8,Oy Finate Ab,47990,Muu vähittäiskauppa muualla kuin myymälöissä,2007-12-31,33560
1019433-9,Baron Crystal Technologies Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33960
1019857-5,Salhojankadun Pub Oy,56101,Ravintolat,2007-12-31,33500
1019916-4,Manta Systems Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33580
1019918-0,Abako Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33200
1019987-7,Yrityspalvelut Hakanen Ky,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33800
1021391-5,Pälkäneen Alanko Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33200
1022107-7,Oy Market Touch Ltd,74300,Kääntäminen ja tulkkaus,2023-07-14,33230
1023823-1,Pirkanmaan Graafinen Oy,18120,Muu painaminen,2007-12-31,33311
1023826-6,Suomen Serveri Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33730
1023887-2,Korpi Power Oy Ltd,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33530
1023906-6,Tilitoimisto Rusila Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33100
1023909-0,Länsiö Logistiikka Oy,49410,Tieliikenteen tavarankuljetus,2007-12-31,33960
1024374-3,Infra Keski-Suomi ry,94120,Ammattialajärjestöjen toiminta,2007-12-31,33100
1024882-7,Isännöinti Ilkka Saarinen Oy,68320,Kiinteistöjen isännöinti,2007-12-31,33720
1024998-5,Suomen Yrityskauppapalvelut Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2007-12-31,33101
1025188-2,Claudicraft Oy,56101,Ravintolat,2007-12-31,33101
1025346-6,Angelma Oy,70220,Muu liikkeenjohdon konsultointi,2007-12-31,33100
1025642-1,Tampereen Terä- ja kone-edustus Oy,46741,Työkalu- ja tarviketukkukauppa,2007-12-31,33840
1026088-5,Sales Falcons Oy,55903,Lomamökkien vuokraus,2016-03-14,33680
1026241-8,Airkoje Ky,71127,Kone- ja prosessisuunnittelu,2007-12-31,33400
1026302-3,Digitair Service Finland Oy,46909,Muualla luokittelematon tukkukauppa,2007-12-31,33210
1026861-7,Elvetti Oy,46190,Yleisagentuuritoiminta,2007-12-31,33100
1027028-2,Rakennuspalvelu TEVESA Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33800
1027432-0,KK-Kilaus Oy,43120,Rakennuspaikan valmistelutyöt,2008-06-01,33330
1027613-1,Aurdel Finland Oy,46510,"Tietokoneiden, oheislaitteiden ja ohjelmistojen tukkukauppa",2007-12-31,
1027628-9,Tilikartta Oy Rannisto,69201,Kirjanpito- ja tilinpäätöspalvelu,2007-12-31,33101
1027689-5,Wirhabeninvest Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33900
1027736-1,Kiinteistö Oy Pälkäneen Protohalli,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33800
1027750-5,Waxer Oy,93120,Urheiluseurojen toiminta,2007-12-31,33100
1027902-5,Asunto Oy Tampereen Järvensivuntie 89,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
1027958-6,Kiinteistö Oy Niinikuruntie 21 Lempäälä,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33200
1028464-1,Oy Anivik Ltd,55101,Hotellit,2015-05-28,33900
1028968-8,Dentapex Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33400
1029095-3,Pirkanmaan TPK-Palvelut Avoin yhtiö,28300,Maa- ja metsätalouskoneiden valmistus,2007-12-31,33680
1029096-1,Emilia Sport Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2007-12-31,33540
1029446-0,Laskentamies Aro Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2014-08-05,33100
1029862-1,Cultfiction Oy,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2020-04-15,33530
1029912-2,Mandino Oy,71126,Muu rakennustekninen palvelu,2007-12-31,33410
1030042-9,Pendesol Oy,46630,Kaivos- ja rakennuskoneiden tukkukauppa,2012-03-15,33180
1030486-8,Tampereen Isku-Volley ry,93120,Urheiluseurojen toiminta,2007-12-31,33580
1030547-3,Deltabit Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2007-12-31,33560
1030556-1,TM-Hitsaus Oy,25990,Muiden metallituotteiden valmistus,2007-12-31,33100
1030678-3,Stargames Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2010-07-01,33710
1031152-3,MK-Muottisuunnittelu Oy,46140,Koneiden ja laitteiden agentuuritoiminta,2007-12-31,33580
1031158-2,Kiinteistö Oy Kulma-Sarvis,68209,Muiden kiinteistöjen vuokraus ja hallinta,2007-12-31,33540
1031544-4,Katinkullan Kiinteistöt Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
1031988-3,Oy Detano Trading Ab,46733,Metalli- ja mineraalituotteiden tukkukauppa,2007-12-31,00660
1032064-9,Galleria Annmari's Oy,47791,Antiikkiliikkeet,2007-12-31,33200
1032097-2,Isojoen Motors Oy,45321,Moottoriajoneuvojen osien ja varusteiden vähittäiskauppa (pl. renkaat),2007-12-31,33720
1032180-1,Dealhouse Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2007-12-31,33400
1032271-6,Lapinlahden Uniikkikaluste Oy,31090,Muiden huonekalujen valmistus,2007-12-31,33580
1032322-5,Teräsrunnari Oy,25620,Metallien työstö,2007-12-31,33100
1032469-0,Nova Tampere Oy,58110,Kirjojen kustantaminen,2007-12-31,33250
1032678-4,Draincon Oy,71129,Muu tekninen palvelu,2007-12-31,33530
1032750-9,Studio Jorma Keränen Oy,71110,Arkkitehtipalvelut,2012-07-01,33540
